ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,url,track_href,analysis_url,duration_ms,time_signature,artist_name,track_name,track_id,track_popularity,artist_id
90,0.5,0.803,2,-4.591,1,0.032,0.11,2.12E-05,0.296,0.451,150.058,audio_features,0CfPMZ1DSdzglsMRpLDM2H,,https://api.spotify.com/v1/tracks/0CfPMZ1DSdzglsMRpLDM2H,https://api.spotify.com/v1/audio-analysis/0CfPMZ1DSdzglsMRpLDM2H,196707,4,Morgan Wallen,Only Thing That???Gone (feat. Chris Stapleton),0CfPMZ1DSdzglsMRpLDM2H,72,4oUHIQIBe0LHzYfvXNW4QM
91,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,audio_features,3vkCueOmm7xQDoJ17W1Pm3,,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,137773,4,Mitski,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,97,2uYWxilOVlUdk4oV9DvwqK
92,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,5odlY52u43F5BjByhxg7wg,,https://api.spotify.com/v1/tracks/5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/audio-analysis/5odlY52u43F5BjByhxg7wg,209260,3,JVKE,golden hour,5odlY52u43F5BjByhxg7wg,85,164Uj4eKjl6zTBKfJLFKKK
93,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,4yNk9iz9WVJikRFle3XEvn,,https://api.spotify.com/v1/tracks/4yNk9iz9WVJikRFle3XEvn,https://api.spotify.com/v1/audio-analysis/4yNk9iz9WVJikRFle3XEvn,209260,3,JVKE,golden hour,4yNk9iz9WVJikRFle3XEvn,83,164Uj4eKjl6zTBKfJLFKKK
94,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096,4,Bruno Mars,Leave The Door Open,02VBYrHfVwfEWXk5DXyf0T,83,0du5cEVh5yTK9QJze8zA0C
95,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44E-05,0.0735,0.392,92.491,audio_features,2VzCjpKvPB1l1tqLndtAQa,,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4,Peso Pluma,Por las Noches,2VzCjpKvPB1l1tqLndtAQa,85,12GqGscKJx3aE4t07u7eVZ
96,0.628,0.632,9,-5.932,1,0.0325,0.257,0,0.288,0.559,137.854,audio_features,5OLaVCAM2pqg7X9mAM2W8M,,https://api.spotify.com/v1/tracks/5OLaVCAM2pqg7X9mAM2W8M,https://api.spotify.com/v1/audio-analysis/5OLaVCAM2pqg7X9mAM2W8M,191227,4,Carly Pearce,What He Didn't Do,5OLaVCAM2pqg7X9mAM2W8M,72,4sIl4BTo9l9KqEi0Y3RE72
97,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44E-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,4,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,83,1Xyo4u8uXC1ZmMpatF05PJ
98,0.553,0.786,8,-5.477,0,0.0325,0.0438,0,0.119,0.673,149.968,audio_features,0RBw4ODUQPO4cuAOZtBGga,,https://api.spotify.com/v1/tracks/0RBw4ODUQPO4cuAOZtBGga,https://api.spotify.com/v1/audio-analysis/0RBw4ODUQPO4cuAOZtBGga,140801,4,Tory Lanez,Hurts Me,0RBw4ODUQPO4cuAOZtBGga,83,2jku7tDXc6XoB6MO2hFuqg
99,0.466,0.786,0,-5.13,1,0.0328,0.417,6.10E-05,0.125,0.571,203.903,audio_features,4obHzpwGrjoTuZh2DItEMZ,,https://api.spotify.com/v1/tracks/4obHzpwGrjoTuZh2DItEMZ,https://api.spotify.com/v1/audio-analysis/4obHzpwGrjoTuZh2DItEMZ,210507,4,Morgan Wallen,7 Summers,4obHzpwGrjoTuZh2DItEMZ,78,4oUHIQIBe0LHzYfvXNW4QM
100,0.593,0.397,6,-8.309,1,0.0329,0.684,7.44E-06,0.0982,0.32,76.703,audio_features,3EvZ03hGAFwGZ2Ebcu86YH,,https://api.spotify.com/v1/tracks/3EvZ03hGAFwGZ2Ebcu86YH,https://api.spotify.com/v1/audio-analysis/3EvZ03hGAFwGZ2Ebcu86YH,189053,4,Zach Bryan,Tourniquet,3EvZ03hGAFwGZ2Ebcu86YH,83,40ZNYROS4zLfyyBSs2PGe2
101,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25E-06,0.107,0.261,97.981,audio_features,6UoKX6uLJwhsnyTp5k5StP,,https://api.spotify.com/v1/tracks/6UoKX6uLJwhsnyTp5k5StP,https://api.spotify.com/v1/audio-analysis/6UoKX6uLJwhsnyTp5k5StP,211413,4,Cody Johnson,The Painter,6UoKX6uLJwhsnyTp5k5StP,78,6zLBxLdl60ekBLpawtT63I
102,0.534,0.288,10,-13.232,0,0.0331,0.195,5.21E-05,0.182,0.516,139.922,audio_features,7BgyWwbbybJr2IbQoI1gzH,,https://api.spotify.com/v1/tracks/7BgyWwbbybJr2IbQoI1gzH,https://api.spotify.com/v1/audio-analysis/7BgyWwbbybJr2IbQoI1gzH,164571,4,Hotel Ugly,Stevie Doesn't Wonder,7BgyWwbbybJr2IbQoI1gzH,76,35WVTyRnKAoaGExqgktVyb
103,0.495,0.896,11,-2.381,1,0.0331,0.005,0,0.353,0.462,146.04,audio_features,2O3MQ6H3gjrIWDcpeTrikT,,https://api.spotify.com/v1/tracks/2O3MQ6H3gjrIWDcpeTrikT,https://api.spotify.com/v1/audio-analysis/2O3MQ6H3gjrIWDcpeTrikT,242645,4,Kelly Clarkson,"Santa, Can???You Hear Me",2O3MQ6H3gjrIWDcpeTrikT,76,3BmGtnKgCSGYIUhmivXKWX
104,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,audio_features,41P6Tnd8KIHqON0QIydx6a,,https://api.spotify.com/v1/tracks/41P6Tnd8KIHqON0QIydx6a,https://api.spotify.com/v1/audio-analysis/41P6Tnd8KIHqON0QIydx6a,177533,4,beabadoobee,the perfect pair,41P6Tnd8KIHqON0QIydx6a,80,35l9BRT7MXmM8bv2WDQiyB
105,0.427,0.278,10,-8.83,1,0.0331,0.47,2.22E-05,0.135,0.374,85.633,audio_features,3fonAuTvuI5KMcmnueLAPq,,https://api.spotify.com/v1/tracks/3fonAuTvuI5KMcmnueLAPq,https://api.spotify.com/v1/audio-analysis/3fonAuTvuI5KMcmnueLAPq,199875,3,Sam Barber,Straight and Narrow,3fonAuTvuI5KMcmnueLAPq,80,08GfvCW09pv2QP4y9sle2a
106,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89E-05,0.0837,0.834,147.989,audio_features,3dnP0JxCgygwQH9Gm7q7nb,,https://api.spotify.com/v1/tracks/3dnP0JxCgygwQH9Gm7q7nb,https://api.spotify.com/v1/audio-analysis/3dnP0JxCgygwQH9Gm7q7nb,165671,3,Eslabon Armado,Ella Baila Sola,3dnP0JxCgygwQH9Gm7q7nb,88,0XeEobZplHxzM9QzFQWLiR
107,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89E-05,0.0837,0.834,147.989,audio_features,3qQbCzHBycnDpGskqOWY0E,,https://api.spotify.com/v1/tracks/3qQbCzHBycnDpGskqOWY0E,https://api.spotify.com/v1/audio-analysis/3qQbCzHBycnDpGskqOWY0E,165671,3,Eslabon Armado,Ella Baila Sola,3qQbCzHBycnDpGskqOWY0E,85,0XeEobZplHxzM9QzFQWLiR
108,0.505,0.27,9,-9.165,0,0.0333,0.593,0,0.133,0.557,98.721,audio_features,1SjsVdSXpwm1kTdYEHoPIT,,https://api.spotify.com/v1/tracks/1SjsVdSXpwm1kTdYEHoPIT,https://api.spotify.com/v1/audio-analysis/1SjsVdSXpwm1kTdYEHoPIT,163032,4,Zach Bryan,Sun to Me,1SjsVdSXpwm1kTdYEHoPIT,83,40ZNYROS4zLfyyBSs2PGe2
109,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18E-06,0.115,0.292,99.968,audio_features,6Xom58OOXk2SoU711L2IXO,,https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO,https://api.spotify.com/v1/audio-analysis/6Xom58OOXk2SoU711L2IXO,245940,4,Bad Bunny,Moscow Mule,6Xom58OOXk2SoU711L2IXO,84,4q3ewBCX7sLwd24euuV69X
110,0.621,0.411,6,-8.261,0,0.0333,0.0553,0,0.0816,0.357,110.113,audio_features,4MbzauKV2ydtZZjLsPcuTF,,https://api.spotify.com/v1/tracks/4MbzauKV2ydtZZjLsPcuTF,https://api.spotify.com/v1/audio-analysis/4MbzauKV2ydtZZjLsPcuTF,202520,4,Mariah the Scientist,Spread Thin,4MbzauKV2ydtZZjLsPcuTF,74,7HO5fOXE4gh3lzZn64tX2E
111,0.736,0.862,7,-4.136,0,0.0333,0.464,0,0.0904,0.799,145.001,audio_features,1RzjXhgnzqb3dMa5852itx,,https://api.spotify.com/v1/tracks/1RzjXhgnzqb3dMa5852itx,https://api.spotify.com/v1/audio-analysis/1RzjXhgnzqb3dMa5852itx,153032,3,Peso Pluma,LA PEOPLE,1RzjXhgnzqb3dMa5852itx,86,12GqGscKJx3aE4t07u7eVZ
112,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,audio_features,0NaUT74rJ0NHS62fewzatU,,https://api.spotify.com/v1/tracks/0NaUT74rJ0NHS62fewzatU,https://api.spotify.com/v1/audio-analysis/0NaUT74rJ0NHS62fewzatU,126600,4,Odetari,I LOVE YOU HOE (w/ 9lives),0NaUT74rJ0NHS62fewzatU,84,7ITMCzIU9uII8gwRg8JAhc
113,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4,David Kushner,Daylight,1odExI7RdWc4BT515LTAwj,94,33NVpKoXjItPwUJTMZIOiY
114,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,audio_features,4FyesJzVpA39hbYvcseO2d,,https://api.spotify.com/v1/tracks/4FyesJzVpA39hbYvcseO2d,https://api.spotify.com/v1/audio-analysis/4FyesJzVpA39hbYvcseO2d,123891,4,Lil Uzi Vert,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,82,4O15NlyKLIASxsJ0PrXPfz
115,0.731,0.85,9,-4.913,1,0.0336,0.252,0,0.605,0.644,119.706,audio_features,5uU1uuyaUIBOiiUSQG7Wl3,,https://api.spotify.com/v1/tracks/5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/audio-analysis/5uU1uuyaUIBOiiUSQG7Wl3,157478,4,Morgan Wallen,You Proof,5uU1uuyaUIBOiiUSQG7Wl3,76,4oUHIQIBe0LHzYfvXNW4QM
116,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54E-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,77,5H6xmHXjsq98NLbEjuE29f
117,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79E-05,0.11,0.274,84.08,audio_features,5AihIu9yF3flkw1jFMyfwW,,https://api.spotify.com/v1/tracks/5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/audio-analysis/5AihIu9yF3flkw1jFMyfwW,221520,4,Cody Johnson,Human,5AihIu9yF3flkw1jFMyfwW,71,6zLBxLdl60ekBLpawtT63I
118,0.639,0.713,5,-4.368,0,0.0337,0.0539,0,0.102,0.717,86.1,audio_features,7ETjhPaIU4UmHOiimJBZz9,,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200,4,Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,78,4MoAOfV4ROWofLG3a3hhBN
119,0.694,0.764,6,-4.893,1,0.0337,0.0586,0,0.0608,0.819,123.044,audio_features,5kHMfzgLZP95O9NBy0ku4v,,https://api.spotify.com/v1/tracks/5kHMfzgLZP95O9NBy0ku4v,https://api.spotify.com/v1/audio-analysis/5kHMfzgLZP95O9NBy0ku4v,273186,4,Taylor Swift,I Can See You (Taylor???Version) (From The Vault),5kHMfzgLZP95O9NBy0ku4v,85,06HL4z0CvFAxyc27GXpf02
120,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4,Olivia Rodrigo,traitor,5CZ40GBx1sQ9agT82CLQCT,88,1McMsnEElThX1knmY4oliG
121,0.793,0.512,0,-9.319,1,0.0338,0.186,3.81E-05,0.0889,0.0662,109.994,audio_features,5KD6AEm19QnMbfWpfoOHMl,,https://api.spotify.com/v1/tracks/5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/audio-analysis/5KD6AEm19QnMbfWpfoOHMl,146437,4,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),5KD6AEm19QnMbfWpfoOHMl,92,06HL4z0CvFAxyc27GXpf02
122,0.536,0.772,3,-6.027,0,0.0339,0.206,0,0.163,0.423,134.019,audio_features,1V8LJmUEAleAHmBUaD0ZFI,,https://api.spotify.com/v1/tracks/1V8LJmUEAleAHmBUaD0ZFI,https://api.spotify.com/v1/audio-analysis/1V8LJmUEAleAHmBUaD0ZFI,208209,4,Chase Matthew,County Line,1V8LJmUEAleAHmBUaD0ZFI,73,7HTLVyjNf0VRxfIgNcfRRH
123,0.787,0.686,6,-4.37,0,0.0339,0.0893,0,0.0927,0.836,123.51,audio_features,2Zo1PcszsT9WQ0ANntJbID,,https://api.spotify.com/v1/tracks/2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/audio-analysis/2Zo1PcszsT9WQ0ANntJbID,185553,4,Sabrina Carpenter,Feather,2Zo1PcszsT9WQ0ANntJbID,86,74KM79TiuVKeVCqs8QtB0B
124,0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069,audio_features,5r43qanLhUCdBj8HN3fa6B,,https://api.spotify.com/v1/tracks/5r43qanLhUCdBj8HN3fa6B,https://api.spotify.com/v1/audio-analysis/5r43qanLhUCdBj8HN3fa6B,163855,4,OneRepublic,Sunshine,5r43qanLhUCdBj8HN3fa6B,81,5Pwc4xIPtQLFEnJriah9YJ
125,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4,Sabrina Carpenter,Nonsense,6dgUya35uo964z7GZXM07g,90,74KM79TiuVKeVCqs8QtB0B
126,0.521,0.366,11,-7.698,0,0.034,0.838,4.11E-06,0.12,0.225,141.965,audio_features,56xHMIfQPoe0prrSi3BGhf,,https://api.spotify.com/v1/tracks/56xHMIfQPoe0prrSi3BGhf,https://api.spotify.com/v1/audio-analysis/56xHMIfQPoe0prrSi3BGhf,205484,4,Olivia Rodrigo,Can???Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,56xHMIfQPoe0prrSi3BGhf,87,1McMsnEElThX1knmY4oliG
127,0.8,0.501,0,-9.332,1,0.034,0.16,7.14E-05,0.0874,0.0831,110.013,audio_features,5QUIK7ZtziW8kGWo8RqopF,,https://api.spotify.com/v1/tracks/5QUIK7ZtziW8kGWo8RqopF,https://api.spotify.com/v1/audio-analysis/5QUIK7ZtziW8kGWo8RqopF,146437,4,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),5QUIK7ZtziW8kGWo8RqopF,85,06HL4z0CvFAxyc27GXpf02
128,0.596,0.544,4,-7.039,1,0.0341,0.391,3.06E-06,0.129,0.707,136.728,audio_features,1wLNEMiUzwvRZz9XHCXhAE,,https://api.spotify.com/v1/tracks/1wLNEMiUzwvRZz9XHCXhAE,https://api.spotify.com/v1/audio-analysis/1wLNEMiUzwvRZz9XHCXhAE,178151,4,Zach Bryan,Fifth of May,1wLNEMiUzwvRZz9XHCXhAE,75,40ZNYROS4zLfyyBSs2PGe2
129,0.455,0.379,3,-7.628,1,0.0341,0.803,0,0.109,0.413,76.967,audio_features,6QT6j7rKt7Vk3IuV2AUO9W,,https://api.spotify.com/v1/tracks/6QT6j7rKt7Vk3IuV2AUO9W,https://api.spotify.com/v1/audio-analysis/6QT6j7rKt7Vk3IuV2AUO9W,177212,4,Olivia Rodrigo,lacy,6QT6j7rKt7Vk3IuV2AUO9W,84,1McMsnEElThX1knmY4oliG
130,0.633,0.551,4,-8.297,1,0.0341,0.066,9.94E-06,0.127,0.164,109.95,audio_features,3CCRVu4F91Qp2mnGjmWBrf,,https://api.spotify.com/v1/tracks/3CCRVu4F91Qp2mnGjmWBrf,https://api.spotify.com/v1/audio-analysis/3CCRVu4F91Qp2mnGjmWBrf,279833,4,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),3CCRVu4F91Qp2mnGjmWBrf,84,06HL4z0CvFAxyc27GXpf02
131,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,audio_features,6AtZLIzUINvExIUy4QhdjP,,https://api.spotify.com/v1/tracks/6AtZLIzUINvExIUy4QhdjP,https://api.spotify.com/v1/audio-analysis/6AtZLIzUINvExIUy4QhdjP,219760,4,Taylor Swift,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,81,06HL4z0CvFAxyc27GXpf02
132,0.626,0.547,4,-8.285,1,0.0342,0.0656,1.67E-05,0.149,0.192,109.946,audio_features,4NioO5R9sHEZh4cGzMHyNt,,https://api.spotify.com/v1/tracks/4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/audio-analysis/4NioO5R9sHEZh4cGzMHyNt,279833,4,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),4NioO5R9sHEZh4cGzMHyNt,90,06HL4z0CvFAxyc27GXpf02
133,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98E-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k,287120,4,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,83,329e4yvIujISKGKz1BZZbO
134,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238,4,David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,91,1Cs0zKBU1kc0i8ypK3B9ai
135,0.693,0.67,2,-3.537,0,0.0345,0.0958,0.00857,0.432,0.084,119.907,audio_features,221qmpQeBNV87sUjQeUTVH,,https://api.spotify.com/v1/tracks/221qmpQeBNV87sUjQeUTVH,https://api.spotify.com/v1/audio-analysis/221qmpQeBNV87sUjQeUTVH,191520,4,Metro Boomin,Around Me (feat. Don Toliver),221qmpQeBNV87sUjQeUTVH,79,0iEtIxbK0KxaSlF7G42ZOp
136,0.732,0.839,9,-5.007,1,0.0345,0.265,0,0.602,0.629,119.724,audio_features,5W4kiM2cUYBJXKRudNyxjW,,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478,4,Morgan Wallen,You Proof,5W4kiM2cUYBJXKRudNyxjW,84,4oUHIQIBe0LHzYfvXNW4QM
137,0.522,0.223,1,-9.561,0,0.0345,0.753,0,0.165,0.439,97.045,audio_features,4dtIxANFBU6CfhI9c2hf2g,,https://api.spotify.com/v1/tracks/4dtIxANFBU6CfhI9c2hf2g,https://api.spotify.com/v1/audio-analysis/4dtIxANFBU6CfhI9c2hf2g,194440,4,Dylan Gossett,Coal,4dtIxANFBU6CfhI9c2hf2g,82,4H4M0Y4cN39zIVDHvdW53x
138,0.499,0.246,7,-8.082,1,0.0345,0.853,0,0.1,0.153,81.051,audio_features,53dtP2iUMvaF28JZcHnFuU,,https://api.spotify.com/v1/tracks/53dtP2iUMvaF28JZcHnFuU,https://api.spotify.com/v1/audio-analysis/53dtP2iUMvaF28JZcHnFuU,231907,4,Olivia Rodrigo,logical,53dtP2iUMvaF28JZcHnFuU,83,1McMsnEElThX1knmY4oliG
139,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,audio_features,1qrpoAMXodY6895hGKoUpA,,https://api.spotify.com/v1/tracks/1qrpoAMXodY6895hGKoUpA,https://api.spotify.com/v1/audio-analysis/1qrpoAMXodY6895hGKoUpA,231124,4,Taylor Swift,You Belong With Me (Taylor???Version),1qrpoAMXodY6895hGKoUpA,86,06HL4z0CvFAxyc27GXpf02
140,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,audio_features,4P7LVHDbzn7aI6wWRh5AHc,,https://api.spotify.com/v1/tracks/4P7LVHDbzn7aI6wWRh5AHc,https://api.spotify.com/v1/audio-analysis/4P7LVHDbzn7aI6wWRh5AHc,231124,4,Taylor Swift,You Belong With Me (Taylor???Version),4P7LVHDbzn7aI6wWRh5AHc,80,06HL4z0CvFAxyc27GXpf02
141,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79E-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4,Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,84,6eUKZXaKkcviH0Ku9w2n3V
142,0.659,0.745,10,-3.599,1,0.0347,0.0417,0,0.296,0.54,74.967,audio_features,3DZ8dbKg4OTSSqGARvecYd,,https://api.spotify.com/v1/tracks/3DZ8dbKg4OTSSqGARvecYd,https://api.spotify.com/v1/audio-analysis/3DZ8dbKg4OTSSqGARvecYd,185600,4,Lil Durk,Broadway Girls (feat. Morgan Wallen),3DZ8dbKg4OTSSqGARvecYd,72,3hcs9uc56yIGFCSy9leWe7
143,0.432,0.784,0,-3.506,1,0.0347,0.00561,3.35E-05,0.222,0.41,75.999,audio_features,3pVs5Zehts89WLyBPiYfxG,,https://api.spotify.com/v1/tracks/3pVs5Zehts89WLyBPiYfxG,https://api.spotify.com/v1/audio-analysis/3pVs5Zehts89WLyBPiYfxG,244430,1,Treaty Oak Revival,No Vacancy,3pVs5Zehts89WLyBPiYfxG,69,3444S3C4U9Ts86BnCtSPRV
144,0.659,0.745,10,-3.599,1,0.0347,0.0417,0,0.296,0.54,74.967,audio_features,7qTaDOcld0VmBWXnkbUj45,,https://api.spotify.com/v1/tracks/7qTaDOcld0VmBWXnkbUj45,https://api.spotify.com/v1/audio-analysis/7qTaDOcld0VmBWXnkbUj45,185600,4,Lil Durk,Broadway Girls (feat. Morgan Wallen),7qTaDOcld0VmBWXnkbUj45,76,3hcs9uc56yIGFCSy9leWe7
145,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3,Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,87,6qqNVTkY8uBg9cP3Jd7DAH
146,0.586,0.72,0,-5.556,1,0.035,0.000718,0,0.0949,0.481,97.057,audio_features,6GXgd1BPD9bUpqw5AntGV5,,https://api.spotify.com/v1/tracks/6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/audio-analysis/6GXgd1BPD9bUpqw5AntGV5,193289,4,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),6GXgd1BPD9bUpqw5AntGV5,85,06HL4z0CvFAxyc27GXpf02
147,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,audio_features,3OHfY25tqY28d16oZczHc8,,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947,4,SZA,Kill Bill,3OHfY25tqY28d16oZczHc8,86,7tYKF4w9nC0nq9CsPZTHyP
